ID	NAME
12012	Crystal_Arrow_Container
12013	Shadow_Arrow_Container
12014	Imma_Arrow_Container
12015	Rusty_Arrow_Container
12016	Speed_Up_Potion
12017	Slow_Down_Potion
12018	Fire_Cracker
12019	Holy_Egg
12020	Water_Of_Darkness
12021	Pork_Belly
12022	Spareribs
12023	Giftbox_China
12024	Red_Pouch_Of_Surprise
12025	Egg_Boy
12026	Egg_Girl
12027	Giggling_Box
12028	Box_Of_Thunder
12029	Gloomy_Box
12030	Box_Of_Grudge
12031	Sleepy_Box
12032	Box_Of_Storm
12033	Box_Of_Sunlight
12034	Painting_Box
12035	Lotto_Box01
12036	Lotto_Box02
12037	Lotto_Box03
12038	Lotto_Box04
12039	Lotto_Box05
12040	Stone_Of_Intelligence_
12041	Str_Dish01
12042	Str_Dish02
12043	Str_Dish03
12044	Str_Dish04
12045	Str_Dish05
12046	Int_Dish01
12047	Int_Dish02
12048	Int_Dish03
12049	Int_Dish04
12050	Int_Dish05
12051	Vit_Dish01
12052	Vit_Dish02
12053	Vit_Dish03
12054	Vit_Dish04
12055	Vit_Dish05
12056	Agi_Dish01
12057	Agi_Dish02
12058	Agi_Dish03
12059	Agi_Dish04
12060	Agi_Dish05
12061	Dex_Dish01
12062	Dex_Dish02
12063	Dex_Dish03
12064	Dex_Dish04
12065	Dex_Dish05
12066	Luk_Dish01
12067	Luk_Dish02
12068	Luk_Dish03
12069	Luk_Dish04
12070	Luk_Dish05
12071	Str_Dish06
12072	Str_Dish07
12073	Str_Dish08
12074	Str_Dish09
12075	Str_Dish10
12076	Int_Dish06
12077	Int_Dish07
12078	Int_Dish08
12079	Int_Dish09
12080	Int_Dish10
12081	Vit_Dish06
12082	Vit_Dish07
12083	Vit_Dish08
12084	Vit_Dish09
12085	Vit_Dish10
12086	Agi_Dish06
12087	Agi_Dish07
12088	Agi_Dish08
12089	Agi_Dish09
12090	Agi_Dish10
12091	Dex_Dish06
12092	Dex_Dish07
12093	Dex_Dish08
12094	Dex_Dish09
12095	Dex_Dish10
12096	Luk_Dish06
12097	Luk_Dish07
12098	Luk_Dish08
12099	Luk_Dish09
12100	Luk_Dish10
12101	Citron
12102	Meat_Skewer
12103	Bloody_Dead_Branch
12104	Random_Quiver
12105	Set_Of_Taiming_Item
12106	Accessory_Box
12107	Wrapped_Mask
12108	Bundle_Of_Magic_Scroll
12109	Poring_Box
12110	First_Aid_Kit
12111	Food_Package
12112	Tropical_Sograt
12113	Vermilion_The_Beach
12114	Elemental_Fire
12115	Elemental_Water
12116	Elemental_Earth
12117	Elemental_Wind
12118	Resist_Fire
12119	Resist_Water
12120	Resist_Earth
12121	Resist_Wind
12122	Sesame_Pastry
12123	Honey_Pastry
12124	Rainbow_Cake
12125	Outdoor_Cooking_Kits
12126	Indoor_Cooking_Kits
12127	High_end_Cooking_Kits
12128	Imperial_Cooking_Kits
12129	Fantastic_Cooking_Kits
12130	Cookie_Bag
12131	Lucky_Potion
12132	Red_Bag
12133	Ice_Cream_
12134	Red_Envelope
12135	Green_Ale
12136	Women's_Bundle
12137	1st_Stage_Prize
12138	2nd_Stage_Prize
12139	3rd_Stage_Prize
12140	4th_Stage_Prize
12141	5th_Stage_Prize
12142	Magic_Book
12143	Red_Can
12144	Sphere_Case_Wind
12145	Sphere_Case_Darkness
12146	Sphere_Case_Poison
12147	Sphere_Case_Water
12148	Sphere_Case_Fire
12149	Bullet_Case
12150	Bullet_Case_Blood
12151	Bullet_Case_Silver
12152	Special_Box
12153	Bow_Mercenary_Scroll1
12154	Bow_Mercenary_Scroll2
12155	Bow_Mercenary_Scroll3
12156	Bow_Mercenary_Scroll4
12157	Bow_Mercenary_Scroll5
12158	Bow_Mercenary_Scroll6
12159	Bow_Mercenary_Scroll7
12160	Bow_Mercenary_Scroll8
12161	Bow_Mercenary_Scroll9
12162	Bow_Mercenary_Scroll10
12163	SwordMercenary_Scroll1
12164	SwordMercenary_Scroll2
12165	SwordMercenary_Scroll3
12166	SwordMercenary_Scroll4
12167	SwordMercenary_Scroll5
12168	SwordMercenary_Scroll6
12169	SwordMercenary_Scroll7
12170	SwordMercenary_Scroll8
12171	SwordMercenary_Scroll9
12172	SwordMercenary_Scroll10
12173	SpearMercenary_Scroll1
12174	SpearMercenary_Scroll2
12175	SpearMercenary_Scroll3
12176	SpearMercenary_Scroll4
12177	SpearMercenary_Scroll5
12178	SpearMercenary_Scroll6
12179	SpearMercenary_Scroll7
12180	SpearMercenary_Scroll8
12181	SpearMercenary_Scroll9
12182	SpearMercenary_Scroll10
12183	Holy_Arrow_Quiver
12184	Mercenary_Red_Potion
12185	Mercenary_Blue_Potion
12186	Red_Box
12187	Green_Box
12188	Magical_Moon_Cake
12189	Red_Box_
12190	Moon_Cake
12191	Special_Moon_Cake
12192	Pumpkin_Pie
12193	Brezel
12194	Hometown_Gift
12195	Plain_Rice_Cake
12196	Hearty_Rice_Cake
12197	Salty_Rice_Cake
12198	Lucky_Rice_Cake
12199	Rice_Scroll
12200	Event_Cake
12201	Red_Box_C
12202	Str_Dish10_
12203	Agi_Dish10_
12204	Int_Dish10_
12205	Dex_Dish10_
12206	Luk_Dish10_
12207	Vit_Dish10_
12208	Battle_Manual
12209	Insurance
12210	Bubble_Gum
12211	Kafra_Card
12212	Giant_Fly_Wing
12213	Neuralizer
12214	Convex_Mirror
12215	Blessing_10_Scroll
12216	Inc_Agi_10_Scroll
12217	Aspersio_5_Scroll
12218	Assumptio_5_Scroll
12219	Wind_Walk_10_Scroll
12220	Adrenaline_Scroll
12221	Megaphone_
12225	Sweet_Candy_Striper
12226	Examination1
12227	Examination2
12228	Examination3
12229	Examination4
12230	Examination5
12231	Examination6
12232	Gingerbread
12233	Kvass
12234	Cacao99
12235	Strawberry_Choco
12236	Choco_Tart
12237	Choco_Lump
12238	New_Year_Rice_Cake_1
12239	New_Year_Rice_Cake_2
12240	Old_Yellow_Box
12241	M_Center_Potion
12242	M_Awakening_Potion
12243	M_Berserk_Potion
12244	Old_Gift_Box
12245	Green_Ale_US
12246	Magic_Card_Album
12247	Halohalo
12248	Masquerade_Ball_Box
12249	Payroll_Of_Kafra_
12250	Str_Dish10_M
12251	Agi_Dish10_M
12252	Int_Dish10_M
12253	Dex_Dish10_M
12254	Luk_Dish10_M
12255	Vit_Dish10_M
12256	PRO_Gift_Box
12257	Cold_Medicine
12258	Bombring_Box
12259	Miracle_Medicine
12260	Cool_Summer_Outfit
12261	Secret_Medicine
12262	Inspector_Certificate_
12263	Comp_Battle_Manual
12264	Comp_Bubble_Gum
12265	Comp_Insurance
12266	Sesame_Pastry_
12267	Honey_Pastry_
12268	Rainbow_Cake_
12269	Tasty_Colonel
12270	Tasty_Major
12271	Mre_A
12272	Mre_B
12273	Mre_C
12274	Gold_Pill_1
12275	Gold_Pill_2
12276	Mimic_Scroll
12277	Disguise_Scroll
12278	Alice_Scroll
12279	Undead_Element_Scroll
12280	Holy_Element_Scroll
12281	Tresure_Box_WoE
12282	Internet_Cafe1
12283	Internet_Cafe2
12284	Internet_Cafe3
12285	Internet_Cafe4
12286	Masquerade_Ball_Box2
12287	Love_Angel
12288	Squirrel
12289	Gogo
12290	Mysterious_Can
12291	Mysterious_PET_Bottle
12292	Unripe_Fruit
12293	Dried_Yggdrasilberry
12294	PC_Bang_Coin_Box1
12295	PC_Bang_Coin_Box2
12296	PC_Bang_Coin_Box3
12297	PC_Bang_Coin_Box4
12298	SP_Potion
12299	Mega_Resist_Potion
12300	Wild_Rose_Scroll
12301	Doppelganger_Scroll
12302	Ygnizem_Scroll
12303	Water_Of_Blessing
12304	Picture_Diary
12305	Mini_Heart
12306	Newcomer
12307	Kid
12308	Magic_Castle
12309	Bulging_Head
12310	Spray_Of_Flowers
12311	Large_Spray_Of_Flowers
12312	Thick_Manual50
12313	Protection_Of_Angel
12314	Noive_Box
12315	Goddess_Bless
12316	Angel_Bless
12317	Powder_Snow
12318	Little_Heart
12319	Strawberry_Cake
12320	Pineapple_Juice
12321	Spicy_Sandwich
12322	Chocolate_Pie
12323	N_Fly_Wing
12324	N_Butterfly_Wing
12325	N_Magnifier
12326	J_Firecracker
12327	Charm_Of_Luck
12328	Charm_Of_Happiness
12329	Recall_MaleGM
12330	Recall_FemaleGM
12331	Ginseng
12332	Fruit_Juice
12333	Ansila
12334	Cherish_Box
12335	Yummy_Skewered_Dish
12336	Baked_Mushroom
12337	Grilled_Sausage
12338	Grilled_Corn
12339	Cherish_Box_Ori
12340	Mysterious_Rice_Powder
12341	Special_Alloy_Trap_Box
12342	Manuk's_Opportunity
12343	Manuk's_Courage
12344	Pinguicula's_fruit_Jam
12345	Luciola's_Honey_Jam
12346	Unripe_Acorn
12347	Acorn_Jelly
12348	Manuk's_Faith
12349	Cornus'_Tears
12350	Angeling_Potion
12351	Shout_Megaphone
12352	Dun_Tele_Scroll3
12353	Tiny_Waterbottle
12354	Buche_De_Noel
12355	Xmas_Gift
12356	Louise_Costume_Box
12357	Shiny_Wing_Gown
12358	Fan_Of_Wind
12359	Very_Soft_Plant
12360	Very_Red_Juice
12361	Delicious_Shaved_Ice
12362	Kuloren
12363	Fit_Pipe
12364	Staff_Of_Leader
12365	Charming_Lotus
12366	Gril_Doll
12367	Luxury_Whisky_Bottle
12368	Splendid_Mirror
12369	Oilpalm_Coconut
12370	Gril's_Naivety
12371	Magical_Lithography
12372	Hell_Contract
12373	Boy's_Naivety
12374	Flaming_Ice
12375	Acaraje
12376	Mysterious_Can2
12377	Mysterious_PET_Bottle2
12378	2009_Rice_Cake_Soup
12379	Pope's_Cookie
12380	Desert_Wolf_Babe_Scroll
12381	ValkyrieA_Scroll
12382	ValkyrieB_Scroll
12383	Vulcan_Bullet_Magazine
12384	Rainbow_Ruby_Water
12385	Rainbow_Ruby_Fire
12386	Rainbow_Ruby_Wind
12387	Rainbow_Ruby_Earth
12388	Runstone_Crush
12389	Runstone_Storm
12390	Runstone_Millennium
12391	Lucky_Egg_C
12392	RepairA
12393	RepairB
12394	RepairC
12395	Tantanmen
12396	Fools_Day_Box
12397	Fools_Day_Box2
12398	PCBang_Gift_Box
12399	Castle_Treasure_Box
12400	Water_Of_Blessing_
12401	Rune_Kn_Test_Int
12402	29Fruit
12403	Lucky_Egg_C2
12404	Acti_Potion
12405	Underripe_Yggseed
12406	Psychic_ArmorS
12407	PCBang_Coupon_Box
12408	Leaf_Cat_Ball
12409	Pork_Belly_H
12410	Spareribs_H
12411	HE_Battle_Manual
12412	HE_Bubble_Gum
12413	PCBang_Coupon_Box2
12414	Guarana_Candy
12415	Siege_Teleport_Scroll2
12416	Lucky_Egg_C3
12417	Boost500
12418	Full_SwingK
12419	Mana_Plus
12420	Stamina_Up_M
12421	Digestive_F
12422	HP_Increase_PotionS
12423	HP_Increase_PotionM
12424	HP_Increase_PotionL
12425	SP_Increase_PotionS
12426	SP_Increase_PotionM
12427	SP_Increase_PotionL
12428	Enrich_White_PotionZ
12429	Savage_BBQ
12430	Wug_Blood_Cocktail
12431	Minor_Brisket
12432	Siroma_Icetea
12433	Drocera_Herb_Stew
12434	Petti_Tail_Noodle
12435	Black_Thing
12436	Vitata500
12437	Enrich_Celermine_Juice
12438	F_Giant_Fly_Wing
12439	F_Battle_Manual
12440	F_Insurance
12441	F_Bubble_Gum
12442	F_Kafra_Card
12443	F_Neuralizer
12444	F_Dun_Tele_Scroll1
12445	F_Str_Dish10_
12446	F_Agi_Dish10_
12447	F_Int_Dish10_
12448	F_Dex_Dish10_
12449	F_Luk_Dish10_
12450	F_Vit_Dish10_
12451	F_WOB_Rune
12452	F_WOB_Schwaltz
12453	F_WOB_Rachel
12454	F_WOB_Local
12455	F_Siege_Teleport_Scroll
12456	F_Greed_Scroll
12457	F_Glass_Of_Illusion
12458	F_Abrasive
12459	F_Med_Life_Potion
12460	F_Small_Life_Potion
12461	F_Regeneration_Potion
12462	F_B_Mdef_Potion
12463	F_S_Mdef_Potion
12464	F_B_Def_Potion
12465	F_S_Def_Potion
12466	F_Blessing_10_Scroll
12467	F_Inc_Agi_10_Scroll
12468	F_Aspersio_5_Scroll
12469	F_Asump_5_Scroll
12470	F_Wind_Walk_10_Scroll
12471	F_Adrenaline_Scroll
12472	F_Convex_Mirror
12473	RWC_Parti_Box
12474	RWC_Final_Comp_Box
12475	Cure_Free
12476	PCBang_Coupon_Box3
12477	Gift_Bundle
12478	Chance_Box
12479	Caracas_Ring_Box
12480	Attend_3Day_Box
12481	Attend_7Day_Box
12482	Attend_10Day_Box
12483	Attend_15Day_Box
12484	Attend_20Day_Box
12485	Attend_25Day_Box
12486	GoldPC_First_Box
12487	PC_4Leaf_Clover_Box
12488	Ticket_Gift_Box
12489	Ticket_Gift_Box2
12490	Vivid_Notation
12491	Curious_Snowball
12492	Crumpled_Paper
12493	Lucky_Egg_C4
12494	E_Giant_Fly_Wing
12495	E_Battle_Manual
12496	E_Insurance
12497	E_Bubble_Gum
12498	E_Kafra_Card
12499	E_Neuralizer
12500	E_Dun_Tele_Scroll1
12501	E_Str_Dish10_
12502	E_Agi_Dish10_
12503	E_Int_Dish10_
12504	E_Dex_Dish10_
12505	E_Luk_Dish10_
12506	E_Vit_Dish10_
12507	E_WOB_Rune
12508	E_WOB_Schwaltz
12509	E_WOB_Rachel
12510	E_WOB_Local
12511	E_Siege_Teleport_Scroll
12512	E_Greed_Scroll
12513	E_Glass_Of_Illusion
12514	E_Abrasive
12515	E_Med_Life_Potion
12516	E_Small_Life_Potion
12517	E_Regeneration_Potion
12518	E_B_Mdef_Potion
12519	E_S_Mdef_Potion
12520	E_B_Def_Potion
12521	E_S_Def_Potion
12522	E_Blessing_10_Scroll
12523	E_Inc_Agi_10_Scroll
12524	E_Aspersio_5_Scroll
12525	E_Assumptio_5_Scroll
12526	E_Wind_Walk_10_Scroll
12527	E_Adrenaline_Scroll
12528	E_Convex_Mirror
12529	White_Slim_Potion_Box
12530	Mastela_Fruit_Box
12531	White_Potion_Box
12532	Royal_Jelly_Box2
12533	Blue_Herb_Box2
12534	Yggdrasil_Seed_Box
12535	Iggdrasilberry_Box
12536	NY_Rice_Cake_Soup
12537	Solo_Gift_Basket
12538	Couple_Event_Basket
12539	Splendid_Box
12540	GM_Warp_Box
12541	Fortune_Cookie1
12542	Fortune_Cookie2
12543	Fortune_Cookie3
12544	Mystic_Tree_Branch
12545	Lucky_Egg_C5
12546	Suspicious_Dish
12547	Chalcenodny_Box
12548	Buy_Market_Permit2
12549	White_Slim_Pot_Box2
12550	Poison_Bottle_Box2
12551	MVP_Tele_Scroll
12552	Quest_Tele_Scroll
12553	Brysing_Keep_Box
12554	Asp_Piece_Box
12555	Bryn_Piece_Box
12556	Slei_Keep_Box
12557	Mjol_Keep_Box
12558	Magin_Keep_Box
12559	Tenkaippin_Strong
12560	Tenkaippin_Clean
12561	Mysterious_Seed
12562	Bubble_Gum_Plus
12563	BM75
12564	3D_Glasses_Box
12565	Cheer_Scarf_Box
12566	Cheer_Scarf2_Box
12567	Cheer_Scarf3_Box
12568	Cheer_Scarf4_Box
12569	Cheer_Scarf6_Box
12570	Cheer_Scarf8_Box
12571	Cheer_Scarf10_Box
12572	Cheer_Scarf10_Box2
12573	Fruit_Basket
12574	Mora_Berry
12575	Arrow_Of_Elf_Cntr
12576	Hunting_Arrow_Cntr
12577	Lucky_Egg_C6
12578	Rapid_Life_Water
12579	Ring_Of_Valkyrie_Box
12580	Vending_Search_Scroll
12581	Vending_Search_Scroll2
12582	Siege_Supply_Box
12583	PR_Team_Box
12584	Develop_Team_box
12585	Marketing_Team_Box
12586	Operating_Team_Box
12587	Summer_Night_box
12588	Summer_Night_box2
12589	Summer_Night_box3
12590	Coin_Holder
12591	Uni_Catalog_Bz
12592	Cyclops_Box1
12593	Cyclops_Box2
12594	Cyclops_Box3
12595	Lucky_Egg_C7
12596	Magic_Candy
12597	Opor_Ayam
12598	Dendeng_Balado
12599	Kurma
12600	Treasure_Box_Scroll
12601	Cold_Watermelon_Juice
12602	Special_Box1
12603	Special_Box2
12604	Special_Box3
12605	Special_Box4
12606	Special_Box5
12607	Lolli_Pop_Box
12608	Splendid_Box2
12609	Old_Ore_Box
12610	Mysterious_Egg
12611	Para_Tele_Scroll
12612	Old_Coin_Pocket
12613	High_Coin_Pocket
12614	Mid_Coin_Pocket
12615	Low_Coin_Pocket
12616	Sgrade_Pocket
12617	Agrade_Pocket
12618	Bgrade_Pocket
12619	Cgrade_Pocket
12620	Dgrade_Pocket
12621	Egrade_Pocket
12622	Boarding_Halter
12623	High_Weapon_Box
12624	Delicious_Jelly
12625	Sapa_Feat_Cert_Pack
12626	Wanderer_Scroll
12627	Wicked_Nymph_Scroll
12628	Kasa_Scroll
12629	Salamander_Scroll
12630	Teddy_Bear_Scroll
12631	Kouroussa_Stone_A
12632	Kouroussa_Stone_B
12633	Malang_Cat_Can
12634	Kouroussa_Stone_A1
12635	Kouroussa_Stone_A2
12636	Malang_Sp_Can
12637	Gong_Bug_Pocket
12638	Dried_Squid_Box
12639	Flying_Fish_Box
12640	Starfish_Box
12641	Lucky_Egg_C8
12642	Fruit_Of_Mastela_Box2
12643	E_Coin_Pack50
12644	PCBang_Coupon_Box4
12645	J_Aspersio_5_Scroll_C
12646	Takoyaki
12647	Ink_Ball
12648	Special_Potion_Set
12649	Lv70_Imperial_Gift
12650	Lv90_Imperial_Gift
12651	Lv110_Imperial_Gift
12652	Lv130_Imperial_Gift
12653	Lv150_Imperial_Gift
12654	Lucky_Egg_C9
12655	Brain_Powder
12656	Magical_Powder
12657	Madness_Powder
12658	Trans_Scroll_Devi
12659	Trans_Scroll_Ray_Arch
12660	Trans_Scroll_Mavka
12661	Trans_Scroll_Marduk
12662	Trans_Scroll_Banshee
12663	Trans_Scroll_Poring
12664	Trans_Scroll_Golem
12665	Grovel_Buff
12666	Thai_Perfume_MATK
12667	Thai_Perfume_ATK
12668	Thai_Perfume_ASPD
12669	Thai_Perfume_CAST
12670	Beast_Powder
12671	99lv_Battle_Manual
12672	Start_New_Box
12673	Lucky_Egg_C10
12674	God_Material_Box
12675	Sg_Weapon_Supply_Box
12676	Sg_Violet_Potion_Box
12677	Siege_Arrow_Quiver_S
12678	Siege_Arrow_Quiver_A
12679	Sg_White_Potion_Box
12680	Sg_Blue_Potion_Box
12683	Sg_Vi_Potion_Box200
12684	ASPD_Potion
12685	Gryphon_Egg_Scroll
12690	Old_C_Album_Helm
12691	Old_C_Album_Armor
12692	Old_C_Album_Shield
12693	Old_C_Album_Garment
12694	Old_C_Album_Shoes
12695	Old_C_Album_Acc
12696	RWC_Cele_Fire
12697	RWC_Cele_Fire2
12698	Old_C_Album_Weapon
12699	Tikbalang_Belt
12700	Insideout_Shirt
12701	Old_Blue_Box_F
12702	Old_Bleu_Box
12703	Holy_Egg_2
12704	Elixir_Of_Life
12705	Noble_Nameplate
12706	Lucky_Cookie01
12707	Lucky_Cookie02
12708	Lucky_Cookie03
12709	Guyak_Candy
12710	Guyak_Pudding
12711	Pretzel
12712	Green_Beer
12713	Monster_Extract
12714	Easter_Scroll
12715	Black_Treasure_Box
12716	Indian_Rice_Cake
12717	Poison_Paralysis
12718	Poison_Leech
12719	Poison_Oblivion
12720	Poison_Contamination
12721	Poison_Numb
12722	Poison_Fever
12723	Poison_Laughing
12724	Poison_Fatigue
12725	Runstone_Nosiege
12726	Runstone_Rhydo
12727	Runstone_Verkana
12728	Runstone_Isia
12729	Runstone_Asir
12730	Runstone_Urj
12731	Runstone_Turisus
12732	Runstone_Pertz
12733	Runstone_Hagalas
12734	Runstone_Quality
12735	Runstone_Ancient
12736	Runstone_Mystic
12737	Runstone_Ordinary
12738	Runstone_Rare
12739	Snow_Flower
12740	Inc_Str_Scroll
12741	Inc_Int_Scroll
12742	Valentine_Gift_Box1
12743	Valentine_Gift_Box2
12744	Chocolate_Box
12745	Skull_Scroll
12746	Destruction_Scroll
12747	Royal_Scroll
12748	Immune_Scroll
12749	Mystic_Scroll
12750	Battle_Scroll
12751	Armor_Scroll
12752	Prayer_Scroll
12753	Soul_Scroll
12754	New_Year_Bun
12755	Traditional_Firecrack
12756	New_Gift_Envelope
12757	Loyal_Ring1_Box
12758	Loyal_Ring2_Box
12759	Loyal_Ring3_Box
12760	Bubble_Gum_Green
12761	Bubble_Gum_Yellow
12762	Bubble_Gum_Orange
12763	Bubble_Gum_Red
12764	Fools_Day_Box_Tw
12765	Summer_Knight_Box
12766	Reward_Job_BM25
12767	Passion_FB_Hat_Box
12768	Cool_FB_Hat_Box
12769	Victory_FB_Hat_Box
12770	Glory_FB_Hat_Box
12771	Passion_Hat_Box2
12772	Cool_Hat_Box2
12773	Victory_Hat_Box2
12774	Empty_Potion_Bottle
12775	Ancient_Spirit_Agimat
12778	Bapho_Jr_Scroll
12779	Galapago_Scroll
12786	Change_Slot_Card
12790	Change_Name_Card
12796	Red_Booster
12806	Scaraba_Scroll
12812	Snow_Flip
12813	Peony_Mommy
12814	Slapping_Herb
12815	Yggdrasil_Dust
12817	Old_Card_Album_
12831	Potion_Box
12832	Mysterious_Water
12845	WOB_Amatsu
12846	Unripe_Apple2
12847	Old_Equipment_Box
12848	Falcon_Pipe
12849	Combination_Kit
12851	Vocation_Scroll
12852	Wisdom_Scroll
12859	Apr_Luck_Box
12860	Mommy_Day_Cake
12864	GLAST_ATK
12865	GLAST_DEF
12866	GLAST_HEAL
12867	GLAST_HIDDEN
12868	GLAST_STATE
12869	GLAST_ITEMDEF
12870	GLAST_HPSP
12871	Mysterious_Egg2
12872	Battle_Manual_Limit
12873	TE_Potion_Box
12874	Frost_Giant_Blood
12875	Golem_Stone
12876	Elf_Tear_Stun
12877	Elf_Tear_Stone_Curse
12878	Elf_Tear_Freezing
12879	Elf_Tear_Sleep
12880	Elf_Tear_Curse
12881	Elf_Tear_Silence
12882	Elf_Tear_Blind
12883	Almighty
12884	Infinite_Center_Potion
12885	Ifn_Awakening_Potion
12886	Infinite_Berserk_Potion
12887	C_Wing_Of_Fly
12888	Siege_Kit_Box
12928	J_Aspersio_5_Scroll
12968	Emergency_Scroll1
12969	Emergency_Scroll2
12970	Emergency_Scroll3
12977	Teleport_Scroll1
12978	Teleport_Scroll2
12979	Teleport_Scroll3
12980	Teleport_Scroll4
12981	Teleport_Scroll5
12982	Teleport_Scroll6
14459	Rabbit_Magic_Hat_Box
14500	Insurance60
14505	Dun_1HR_Voucher
14506	Dun_Voucher
14508	Zeny_Scroll
14509	Light_Center_Pot
14510	Light_Awakening_Pot
14511	Light_Berserk_Pot
14512	Meteor_10_Scroll
14513	Storm_10_Scroll
14514	Vermilion_10_Scroll
14515	Lex_Aeterna_Scroll
14516	Magnificat_5_Scroll
14517	CP_Helm_Scroll
14518	CP_Shield_Scroll
14519	CP_Armor_Scroll
14520	CP_Weapon_Scroll
14521	Repair_Scroll
14522	Big_Bun
14523	Pill_
14524	Superb_Fish_Slice
14525	Chewy_Ricecake
14526	Oriental_Pastry
14527	Dun_Tele_Scroll1
14528	PVP_Tele_Scroll
14529	Greed_Scroll
14530	Flee_30_Scroll
14531	Accuracy_30_Scroll
14532	Battle_Manual25
14533	Battle_Manual100
14534	Small_Life_Potion
14535	Med_Life_Potion
14536	Abrasive
14537	Regeneration_Potion
14538	Glass_Of_Illusion
14539	Shadow_Armor_S
14540	Holy_Armor_S
14541	S_Def_Potion
14542	B_Def_Potion
14543	S_Mdef_Potion
14544	B_Mdef_Potion
14545	Battle_Manual_X3
14546	Fire_Cracker_Love
14547	Fire_Cracker_Wday
14548	Fire_Cracker_Valentine
14549	Fire_Cracker_Bday
14550	Fire_Cracker_Xmas
14551	Str_Dish01_
14552	Str_Dish02_
14553	Str_Dish03_
14554	Int_Dish01_
14555	Int_Dish02_
14556	Int_Dish03_
14557	Vit_Dish01_
14558	Vit_Dish02_
14559	Vit_Dish03_
14560	Agi_Dish01_
14561	Agi_Dish02_
14562	Agi_Dish03_
14563	Dex_Dish01_
